类型,ID,章节,难度,题目内容,行号
练习题,32.4-5,第32章 字符串匹配,normal,写出一个线性时间的算法，以确定文本 $T $是否是另一个字符串 $T' $的循环旋转。例如，arc 和 car 是彼此的循环旋转。 $\star 32.4 - 6 $给出一个有效算法，计算出相应于某给...,21110
练习题,33.1-1,第33章 计算几何学,normal,证明：如果 $p_1 \times p_2 $为正，则相对于原点（0，0），向量 $p_1 $在向量 $p_2 $的顺时针方向；如果叉积为负，则 $p_1 $在 $p_2 $的逆时针方向。,21266
练习题,33.1-2,第33章 计算几何学,normal,Powell教授指出，在过程ON-SEGMENT的第1行中，只需要检测 $x $坐标的值。试说明教授为什么错了。,21267
练习题,33.1-3,第33章 计算几何学,normal,一个点 $p_1 $相对于原点 $p_0 $的极角(polar angle)即在常规的极坐标系统中，向量 $p_1 - p_0 $的极角。例如，相对于(2，4)而言，点(3，5)的极角即为向量(1，1...,21268
练习题,33.1-4,第33章 计算几何学,normal,试说明如何在 $O(n^{2} \lg n) $的时间内，确定 $n $个点中的任意三点是否共线。,21269
练习题,33.1-5,第33章 计算几何学,normal,多边形(polygon)是平面上由一系列线段构成的、封闭的曲线。亦即，它是一条首尾相连的曲线，由一系列直线段所形成。这些直线段称为多边形的边(side)。一个连接了两条连续边的点称为多边形的顶点。如果...,21270
练习题,33.1-6,第33章 计算几何学,normal,"已知一个点 $p_0 = (x_0, y_0) $， $p_0 $的右水平射线(right horizontal ray)是点的集合 $\{p_i = (x_i, y_i) : x_i \geqsla...",21274
练习题,33.1-7,第33章 计算几何学,normal,"要确定一个点 $p_0 $是否是在一个简单多边形 $P $(不一定是凸多边形) 内部, 一种方法是检查由 $p_0 $发出的任何射线, 看它是否与多边形 $P $的边界相交奇数次, 但 $p_0 $本...",21275
练习题,33.1-8,第33章 计算几何学,normal,试说明如何在 $\Theta(n) $的时间内，计算出由 $n $个顶点所组成的简单多边形（但不一定是凸多边形）的面积。（与多边形有关的定义可见练习33.1-5。）,21279
练习题,33.2-1,第33章 计算几何学,normal,证明：在 $n $条线段的集合中，可能有 $\Theta(n^{2}) $个交点。,21382
练习题,33.2-2,第33章 计算几何学,normal,已知两条在 $x $处可比的线段 $a $和 $b $，试说明如何在 $O(1) $时间内确定 $a > _{x}b $和 $b > _{x}a $中哪一个成立。假定这两条线段都不是垂直的。（提示：如...,21383
练习题,33.2-3,第33章 计算几何学,normal,Maginot教授建议修改过程ANY-SEGMENTS-INTERSECT，使其不是找出一个交点后 就返回，而是输出相交的线段，再继续进行 for 循环的下一次迭代。他称这样得到的过程为 PRINT-...,21384
练习题,33.2-4,第33章 计算几何学,normal,写出一个运行时间为 $O(n \lg n) $的算法，以确定由 $n $个顶点组成的多边形是否是简单多边形。,21388
练习题,33.2-5,第33章 计算几何学,normal,写出一个运行时间为 $O(n \lg n) $的算法，以确定总共有 $n $个顶点的两个简单多边形是否相交。,21389
练习题,33.2-6,第33章 计算几何学,normal,一个圆面是由一个圆加上其内部所组成，并且用圆心和半径表示。如果两个圆面有任何公共点，则称这两个圆面相交。写出一个运行时间为 $O(n \lg n) $的算法，以确定 $n $个圆面中是否有任何两个圆面...,21390
练习题,33.2-7,第33章 计算几何学,normal,已知 $n $条线段中总共包含 $k $个交点，试说明如何在 $O((n + k)\lg n) $时间内，输出全部 $k $个交点。,21391
练习题,33.2-8,第33章 计算几何学,normal,论证即使有三条或更多的线段相交于同一点，过程 ANY-SEGMENTS-INTERSECT 也能正确执行。,21392
练习题,33.2-9,第33章 计算几何学,normal,证明在有垂直线段的情况下，如果某一垂直线段的底部端点被当作是左端点来处理，其顶部端点被当作是右端点来处理，则过程 ANY-SEGMENTS-INTERSECT 也能正确执行。如果允许有垂直线段的话，你...,21393
练习题,33.3-1,第33章 计算几何学,normal,证明：在过程GRAHAM-SCAN中，点 $p_1 $和 $p_m $必定是 $\mathrm{CH}(Q) $的顶点。,21535
练习题,33.3-2,第33章 计算几何学,normal,考虑一个能支持加法、比较和乘法的计算模型，用该模型对 $n $个数进行排序时，存在一个下界 $\Omega(n \lg n) $。证明：当在这样一个模型中有序地计算出 $n $个点组成的集合的凸包时，...,21536
练习题,33.3-3,第33章 计算几何学,normal,已知一组点的集合 $Q $，证明彼此间距离最远的点对必定是 $\mathrm{CH}(Q) $中的顶点。,21538
练习题,33.3-4,第33章 计算几何学,normal,"对给定的一个多边形 $P $和在其边界上的一个点 $q, q $的阴影是满足线段 $\overline{qr} $完全在 $P $的边界上或内部的点 $r $的集合。如果在 $P $的内部存在一个点 ...",21539
练习题,33.3-5,第33章 计算几何学,normal,在联机凸包问题(on-line convex-hull problem)中，每次只给出 $n $个点组成的集合 $Q $中的一个点。在接收到每个点后，就计算出目前所见到的点的凸包。显然，可以对每个点运...,21540
练习题,*33.3-6,第33章 计算几何学,hard,试说明如何实现增量方法，使其在 $O(n \lg n) $的时间内，计算出 $n $个点的凸包。 ![](images/ae468b14936aef11161cf25a4b1e5c02dc2e6804...,21541
思考题,1-1,第1章 算法在计算中的作用,,算法运行时间的比较,872
思考题,2-4,第2章 算法入门,,逆序对,1367
思考题,3-6,第3章 函数的增长,,叠函数,1988
思考题,4-7,第4章 递归式,,Monge 矩阵,2647
思考题,5-2,第5章 概率分析和随机算法,,搜索无序数组,3335
思考题,6-3,第6章 堆排序,,Young氏矩阵,3792
思考题,7-6,第7章 快速排序,,对区间的模糊排序,4219
思考题,8-6,第8章 线性时间排序,,合并已排序列表的下界,4592
思考题,9-3,第9章 中位数和顺序统计学,,小型顺序统计量,4856
思考题,10-3,第10章 基本数据结构,,在已排序的紧凑链表中搜索,5308
思考题,11-4,第11章散列表,,$k$  全域散列和认证,6036
思考题,12-4,第12章 二叉查找树,,不同的二叉树数目,6482
思考题,13-4,第13章红黑树,,Treap,6934
思考题,14-2,第14章 数据结构的扩张,,Josephus排列,7324
思考题,15-7,第15章 动态规划,,达到最高效益的调度,8266
思考题,16-4,第16章 贪心算法,,调度问题的变形,8920
思考题,17-4,第17章 平摊分析,,重构红黑树的代价,9459
思考题,18-2,第18章B 树,,连接与分裂 2-3-4 树,9885
思考题,19-2,第19章 二项堆,,采用二项堆的最小生成树算法,10260
思考题,20-2,第20章 斐波那契堆,,其他斐波那契堆的操作,10766
思考题,21-3,第21章 用于不相交集合的数据结构,,Tarjan 的脱机最小公共祖先算法,11300
思考题,22-4,第22章 图的基本算法,,可达性,11982
思考题,23-4,第23章 最小生成树,,其他的最小生成树算法,12334
思考题,24-6,第24章 单源最短路径,,双调最短路径,13224
思考题,25-2,第25章 每对顶点间的最短路径,,$\pmb{\varepsilon}$  稠密图中的最短路径,13754
思考题,26-7,第26章最大流,,Hopcroft-Karp 二分图匹配算法,14923
思考题,27-3,第27章 排序网络,,排列网络,15309
思考题,28-2,第28章 矩阵运算,,样条,16621
思考题,29-4,第29章 线性规划,,Farkas引理,18256
思考题,30-6,第30章 多项式与快速傅里叶变换,,运用模运算的FFT,18965
思考题,31-4,第31章 有关数论的算法,,二次余数,20536
思考题,32-1,第32章 字符串匹配,,基于重复因子的字符串匹配,21115
